,user_id,event_id,event_name,clicks_count
269957,6d80e484b6db502b7a6e21774d20f20e,491666,Спектакль «Женитьба»,4
269958,6d80e484b6db502b7a6e21774d20f20e,1277313,Спектакль «Три товарища»,1
269959,6d80e484b6db502b7a6e21774d20f20e,1299075,Спектакль «Мы»,1
269960,6d80e484b6db502b7a6e21774d20f20e,1435598,Спектакль «Новеченто (1900-й)»,3
270079,6d89d36c4394fb51cd20690215f8fe41,836562,Спектакль «Веселые похороны»,1
270166,6d9626e78b5fd59aa8463c4e37ff0410,491666,Спектакль «Женитьба»,1
270167,6d9626e78b5fd59aa8463c4e37ff0410,1013207,Балет «Лебединое озеро»,1
270168,6d9626e78b5fd59aa8463c4e37ff0410,1318423,Спектакль Ich bin Faust,1
270171,6d9626e78b5fd59aa8463c4e37ff0410,1392778,Концерт Jazz&Step,1
270172,6d9626e78b5fd59aa8463c4e37ff0410,1397782,Концерт Legacy of John Coltrane,1
270173,6d9626e78b5fd59aa8463c4e37ff0410,1414649,Спектакль «Семейка Аддамс»,1
270174,6d9626e78b5fd59aa8463c4e37ff0410,1449672,Спектакль «Бременские музыканты»,1
270175,6d9626e78b5fd59aa8463c4e37ff0410,1458794,Спектакль «Скамейка»,1
270176,6d9626e78b5fd59aa8463c4e37ff0410,1465046,Балет «Щелкунчик»,1
270177,6d9628da34b25cd339b0b4ea14cc6d22,1344243,Программа «Концерт для мам»,1
270178,6d9628da34b25cd339b0b4ea14cc6d22,1414649,Спектакль «Семейка Аддамс»,2
270183,6d96bf5ce6dc24e146e14c2d1c3a0ad6,1377626,Выставка «Дом мод Леонида Ивановича Лемехова»,1
270368,6dadf49771ff6cf13e19581e1fde16fc,861963,Спектакль «Винил»,1
270369,6dadf49771ff6cf13e19581e1fde16fc,1312327,Вечер балета,1
270487,6db77ef8bfe3daa3a572c5c81d5ec454,491666,Спектакль «Женитьба»,6
270488,6db77ef8bfe3daa3a572c5c81d5ec454,720601,Спектакль «Дракула»,2
270489,6db77ef8bfe3daa3a572c5c81d5ec454,729881,Спектакль «Географ глобус пропил»,1
270490,6db77ef8bfe3daa3a572c5c81d5ec454,734976,Спектакль «Дом Бернарды Альбы»,2
270491,6db77ef8bfe3daa3a572c5c81d5ec454,741701,Спектакль «Загадочное ночное убийство собаки»,2
271006,6df0ae78229aadfbc2ae33b2eca39807,1428951,Спектакль «Синюшкин колодец»‎,5
271043,6df30f9c73cca11fdae219fa5892fa15,491666,Спектакль «Женитьба»,5
271044,6df30f9c73cca11fdae219fa5892fa15,1278752,Спектакль Tolstoy,1
271045,6df30f9c73cca11fdae219fa5892fa15,1465046,Балет «Щелкунчик»,1
271266,6e0bfd73140c331cee4298777b39cbd0,1277313,Спектакль «Три товарища»,1
271897,6e4857ea2fd5a7c7aa1bfc86ebc9f0ae,235544,Спектакль «Алые паруса»,1
272090,6e594655060905e60902dc161db9eedf,470203,Спектакль Jesus Christ Superstar,1
272091,6e594655060905e60902dc161db9eedf,473942,Спектакль «Анна Каренина»,2
272174,6e6488f36fe1589777ff70062cb8632b,1231051,Выставка «Дом Мешкова. Пространство пермской истории»,1
272215,6e6968e7c6bca0014779c332d946c359,1277313,Спектакль «Три товарища»,1
272584,6e933429e5e2153f8e76b59cb2930065,720601,Спектакль «Дракула»,2
272585,6e933429e5e2153f8e76b59cb2930065,1278752,Спектакль Tolstoy,2
272586,6e933429e5e2153f8e76b59cb2930065,1449672,Спектакль «Бременские музыканты»,1
272623,6e96513bc028557351da31ab24f4540d,720601,Спектакль «Дракула»,1
272725,6e9fa3e84e81dfc3ed4d9de4c8cec14b,15341,Опера «Князь Игорь»,2
272726,6e9fa3e84e81dfc3ed4d9de4c8cec14b,1393377,Концерт Государственного академического ансамбля народного танца им. Игоря Моисеева,1
273002,6ec2a6038cb6a203b5cc1b77551e11f5,1317645,Спектакль «Солнечная линия»,1
273052,6ec79e9192fcf90545a0b22736941df7,1414649,Спектакль «Семейка Аддамс»,1
273275,6ee017905947af43b56886d9a4df39cb,861963,Спектакль «Винил»,1
273279,6ee0740680549b75fc3eeaab609a70e9,473942,Спектакль «Анна Каренина»,1
273280,6ee0740680549b75fc3eeaab609a70e9,729881,Спектакль «Географ глобус пропил»,1
273543,6eff8bce0959c5cec13ed761df2692ea,1277390,Полнокупольный фильм «Закат эпохи динозавров»,2
273873,6f23636ea94987f4c5dd4c0804c1327d,1279587,Спектакль «Я вижу солнце»,1
274023,6f3201a5e1436b2a46758bcc84c88374,1367971,Спектакль «Книга всех вещей»,2
274075,6f3a6204b7d0210f041c88afebcab837,491666,Спектакль «Женитьба»,1
274076,6f3a6204b7d0210f041c88afebcab837,1060606,Спектакль Location,1
274077,6f3a6204b7d0210f041c88afebcab837,1422298,Концерт джазовой музыки Марка Гросса,1
274136,6f40b4e0ee09db73792faeee17f3f058,720601,Спектакль «Дракула»,2
274137,6f40b4e0ee09db73792faeee17f3f058,1013577,Балет «Жизель»,1
274157,6f45025e82223deec99064b525bfd37c,1378589,Балет «Коппелия»,1
274222,6f4a33235053a56d14a40285ecd6c024,720601,Спектакль «Дракула»,1
274223,6f4a33235053a56d14a40285ecd6c024,1060666,Концерт симфонической музыки,1
274224,6f4a33235053a56d14a40285ecd6c024,1122992,Опера «Иоланта»,1
274436,6f6367563b0fe854b5715ac05e65b7c3,1276669,Полнокупольная программа «Путешествие по Солнечной системе»,1
274437,6f6367563b0fe854b5715ac05e65b7c3,1277390,Полнокупольный фильм «Закат эпохи динозавров»,5
274438,6f6367563b0fe854b5715ac05e65b7c3,1333280,Полнокупольная программа «Путь Европы к звездам»,1
274439,6f6367563b0fe854b5715ac05e65b7c3,1333340,Полнокупольная программа «В поисках внеземных цивилизаций»,1
274616,6f7332cc59043a1e42035ba899b476b5,491666,Спектакль «Женитьба»,1
274617,6f7332cc59043a1e42035ba899b476b5,1013207,Балет «Лебединое озеро»,1
274738,6f7fb688b7474c959b6af2891fd4a28f,1378589,Балет «Коппелия»,1
274769,6f8359f4a0338f672850c08cc31b121c,1313706,Экскурсия по текущим выставкам,1
275218,6fb1f6e4b4acb3148402ec6b42037c53,1393628,Обзорная экскурсия по экспозиции Очерского краеведческого музея,5
275417,6fc9967320c94cd7cfbd41e93e24df98,1294341,Экспозиция «Рюриковичи»,1
275765,6ff2af534364322b88e0f17be5f9fe4d,491666,Спектакль «Женитьба»,1
275766,6ff2af534364322b88e0f17be5f9fe4d,1287177,Спектакль «Мертвые души»,1
275767,6ff2af534364322b88e0f17be5f9fe4d,1287213,Спектакль «Преступление и наказание»,1
275768,6ff2af534364322b88e0f17be5f9fe4d,1457455,Спектакль «Солнышко и снежные человечки»,3
275793,6ff74aebd980d8790e0b72b667088dae,491666,Спектакль «Женитьба»,1
275805,6ff8c647e060953b61e19a6fdb928019,861963,Спектакль «Винил»,1
275806,6ff8c647e060953b61e19a6fdb928019,1299075,Спектакль «Мы»,1
275830,6ffc688f58c22cfdfee818edde7b9656,861963,Спектакль «Винил»,1
275894,70024a7cddb4f2940f0524568fce58d8,1393365,Моноспектакль «Последняя ночь последнего царя»,1
275895,70024a7cddb4f2940f0524568fce58d8,1430452,Спектакль «Отцы и дети»,1
275924,70045415d1c7d5b34d664482633d4217,236452,Спектакль «Карлик Нос»,1
275925,70045415d1c7d5b34d664482633d4217,741701,Спектакль «Загадочное ночное убийство собаки»,1
275971,700a673446c8659d4c71d2de0ea83c31,1299863,Обзорная экскурсия по Пермской художественной галерее,1
276203,7021dfdf33b7c8f66473a53fb6c756dc,491666,Спектакль «Женитьба»,2
276204,7021dfdf33b7c8f66473a53fb6c756dc,720601,Спектакль «Дракула»,1
276205,7021dfdf33b7c8f66473a53fb6c756dc,1013247,Опера «Любовь к трем апельсинам»,1
276206,7021dfdf33b7c8f66473a53fb6c756dc,1278752,Спектакль Tolstoy,1
276207,7021dfdf33b7c8f66473a53fb6c756dc,1378589,Балет «Коппелия»,1
276208,7021dfdf33b7c8f66473a53fb6c756dc,1405545,Экскурсия по театру,1
276209,7021dfdf33b7c8f66473a53fb6c756dc,1465046,Балет «Щелкунчик»,1
276407,7038ad8522590ab6179022db0b51f028,1414649,Спектакль «Семейка Аддамс»,1
276423,703aac582e6fe43a627b6ec19a8201f7,470203,Спектакль Jesus Christ Superstar,5
276466,70407a3b5d435214895b580d2a60e6d3,491666,Спектакль «Женитьба»,2
277105,70828fa934f6a3f82b2bfe56a3fd716c,1465046,Балет «Щелкунчик»,2
277383,70a15faa912c58034e15abce0674bb64,1322509,Экспозиция Очерского краеведческого музея им. А. В. Нецветаева,1
277546,70b484fc12ae233c2ed446578b191885,717543,Спектакль «Гроза. История одной системы»,1
277792,70c5d14a60f79670d19dfb20b336aa1a,491666,Спектакль «Женитьба»,1
277793,70c5d14a60f79670d19dfb20b336aa1a,1277313,Спектакль «Три товарища»,1
278097,70e06233927e4ede71baf8834cb89584,1335822,Экспозиция Музея древнерусского искусства,1
278357,70fcd06503106721219b1fc4cbb47e48,235544,Спектакль «Алые паруса»,1
278358,70fcd06503106721219b1fc4cbb47e48,491666,Спектакль «Женитьба»,2
278563,71117c404a7b05cdab7440a4c6b905f3,1318733,Концерт «Маленький «академический» камушек»,1
278678,711b55ffc7eab38719150c42689205cd,1448625,"Спектакль «Три одинаковых, или Гузи да Мези – 2»",1
278679,711b55ffc7eab38719150c42689205cd,1448764,Спектакль «Малахитова шкатулка»,1
278680,711c0e4d703ae46a9f300fdabe767897,11384,Балет «Дон Кихот»,1
278681,711c0e4d703ae46a9f300fdabe767897,491666,Спектакль «Женитьба»,1
278682,711c0e4d703ae46a9f300fdabe767897,1378589,Балет «Коппелия»,2
278683,711c0e4d703ae46a9f300fdabe767897,1405545,Экскурсия по театру,5
278763,71261b459cab3a3d3fb37e8a9d3d211a,491666,Спектакль «Женитьба»,3
278764,71261b459cab3a3d3fb37e8a9d3d211a,861963,Спектакль «Винил»,3
278766,71265b0a1b474169b52513aaecf8ae54,720601,Спектакль «Дракула»,1
278773,71272e31b0f36d131c041e3922e16694,236452,Спектакль «Карлик Нос»,4
278774,71272e31b0f36d131c041e3922e16694,1299075,Спектакль «Мы»,2
278775,71272e31b0f36d131c041e3922e16694,1414649,Спектакль «Семейка Аддамс»,2
279081,7144467ec45cbf2df553a75cc0b253ad,1277313,Спектакль «Три товарища»,1
279154,714ebd8d8e0409784582176fab84f207,1278635,Выставки «Корни/вещи» и «Работа в черном»,3
279221,7155afe52f03cdc2156509431ef81d66,491666,Спектакль «Женитьба»,2
279307,715e0858de05f1813115448e089bc0de,491666,Спектакль «Женитьба»,7
279308,715e0858de05f1813115448e089bc0de,720601,Спектакль «Дракула»,4
279309,715e0858de05f1813115448e089bc0de,1278752,Спектакль Tolstoy,1
279310,715e0858de05f1813115448e089bc0de,1299075,Спектакль «Мы»,1
279311,715e0858de05f1813115448e089bc0de,1378589,Балет «Коппелия»,1
279312,715e0858de05f1813115448e089bc0de,1414649,Спектакль «Семейка Аддамс»,1
279493,7174b825e30537c820a0a87afb48000a,236362,Спектакль «Монте-Кристо»,1
279708,718e552e2b57731c0c3adba6c86e0e3f,1299075,Спектакль «Мы»,1
279774,7193015f762bb5845264fdefe24b0c9b,491666,Спектакль «Женитьба»,1
279775,7193015f762bb5845264fdefe24b0c9b,1060666,Концерт симфонической музыки,2
279791,7195e861e695eaa3e5d7235fb87b2a0d,491666,Спектакль «Женитьба»,2
279792,7195e861e695eaa3e5d7235fb87b2a0d,1277313,Спектакль «Три товарища»,1
280729,71f16140b02aaf031023b957a4bb8c1f,491666,Спектакль «Женитьба»,1
280730,71f16140b02aaf031023b957a4bb8c1f,1013577,Балет «Жизель»,1
280769,71f6f5fa2ecb65feaad85ab6010162c8,1013207,Балет «Лебединое озеро»,1
280770,71f6f5fa2ecb65feaad85ab6010162c8,1299075,Спектакль «Мы»,1
280800,71facf69487af06abbbfb62659d6cee2,1393847,Лекция «Рисовальщики экспедиции Беринга»,2
280801,71facf69487af06abbbfb62659d6cee2,1433284,Лекция «Невидимые знаки»,2
280824,71fd1d2f70af52051510dc40140b394e,1231051,Выставка «Дом Мешкова. Пространство пермской истории»,1
280934,720719ad8d3963cf75aa78d2db860881,1377626,Выставка «Дом мод Леонида Ивановича Лемехова»,1
280992,720bef47e5a7fc3c9d766ced271c8f41,720601,Спектакль «Дракула»,1
281148,721e5ea93e319f02a1bdc6b300126df5,491666,Спектакль «Женитьба»,1
281149,721e5ea93e319f02a1bdc6b300126df5,1013207,Балет «Лебединое озеро»,1
281150,721e5ea93e319f02a1bdc6b300126df5,1414649,Спектакль «Семейка Аддамс»,4
281410,723746e61b6cee7bea1392a3be3eb733,11384,Балет «Дон Кихот»,1
281506,72410641a8115a4f83565567454cb49f,1414649,Спектакль «Семейка Аддамс»,1
281831,72630bf9afe7ba895e5000bb30ec1765,491666,Спектакль «Женитьба»,4
282071,727ffd1239527b6cabaadd608e8a1f9a,1414649,Спектакль «Семейка Аддамс»,1
282157,728968c38df47d794217096329794496,1414649,Спектакль «Семейка Аддамс»,3
282196,728bb47aa33b14bf0006e2018b252727,235544,Спектакль «Алые паруса»,1
282341,729bcdf080ac2fcdc542397dccb6ec6b,1408353,Экспозиция автомобильного музея «Ретро-Гараж»,1
282371,729eaf681dc5fab6ff5c72d7edfd7596,741701,Спектакль «Загадочное ночное убийство собаки»,1
282468,72a8068abb735e738d05de82eaecfc15,1414649,Спектакль «Семейка Аддамс»,5
282881,72d9a586e7269155f11ed07b3e89c892,1299863,Обзорная экскурсия по Пермской художественной галерее,1
282939,72df015b7a7d1c61d083b7bb83292784,1408353,Экспозиция автомобильного музея «Ретро-Гараж»,2
283179,72f9bf7bfee0417cb8321bf9d5167d2e,1396527,Спектакль «Раскольников»,1
283299,7307fe3daf116819dd25937839f65b04,1393628,Обзорная экскурсия по экспозиции Очерского краеведческого музея,1
283359,73122e5806b30b228a05a313fd121086,741701,Спектакль «Загадочное ночное убийство собаки»,1
283360,73122e5806b30b228a05a313fd121086,1277313,Спектакль «Три товарища»,1
283535,73229cc8ef56260c60b28c05d69bf463,949282,Спектакль «Люкс для иностранцев»,2
283536,73229cc8ef56260c60b28c05d69bf463,1299075,Спектакль «Мы»,3
283537,73229cc8ef56260c60b28c05d69bf463,1318423,Спектакль Ich bin Faust,1
283868,733bbc72a3ca2d20426dfe690b286bd9,720601,Спектакль «Дракула»,2
283925,7343f268430ada284d009045a1b3926d,1299863,Обзорная экскурсия по Пермской художественной галерее,1
283926,73448cb57ce6b3e2b025242979fc9c4e,473942,Спектакль «Анна Каренина»,1
283927,73448cb57ce6b3e2b025242979fc9c4e,741701,Спектакль «Загадочное ночное убийство собаки»,2
283928,73448cb57ce6b3e2b025242979fc9c4e,1396527,Спектакль «Раскольников»,1
283929,73448cb57ce6b3e2b025242979fc9c4e,1414649,Спектакль «Семейка Аддамс»,1
284042,7351e6b8132d589f4c6be575260314e8,1278635,Выставки «Корни/вещи» и «Работа в черном»,2
284103,735cda7f01dd94d543a0dd6cbf423086,1276562,Спектакль «Метод Гренхольма»,1
284158,73647e481baed9ff83afa4a3ecfc0abb,1378589,Балет «Коппелия»,1
284298,7373329d309ed2724f3a0347ae375c76,8069,Балет «Ромео и Джульетта»,1
284584,73944dd3f554bd23bd8d49b17d05edc8,1299075,Спектакль «Мы»,1
284822,73abf5e47120870f3dced066d6694fc0,491666,Спектакль «Женитьба»,2
284823,73abf5e47120870f3dced066d6694fc0,720601,Спектакль «Дракула»,2
284824,73abf5e47120870f3dced066d6694fc0,728138,Спектакль «Восемь женщин»,2
284894,73b302c4f15b64cfc5d74d50dda21fcc,1279587,Спектакль «Я вижу солнце»,5
285009,73bf41958490c8c42769b8f804c8a052,720601,Спектакль «Дракула»,1
285099,73cb04ccea36c260baa6d96905cb8989,491666,Спектакль «Женитьба»,4
285172,73dc0ef1eed198f045b12e5946f8cc02,1231192,Экспозиция Музея пермских древностей,1
285262,73e5250af8d900c88b7ff7b0c4afd16c,861963,Спектакль «Винил»,1
285263,73e5250af8d900c88b7ff7b0c4afd16c,1414649,Спектакль «Семейка Аддамс»,1
285543,7400d0328d17890e180f5effe66f85d5,1299863,Обзорная экскурсия по Пермской художественной галерее,1
285590,74054ab0e589e583b585c7fb094626a1,491666,Спектакль «Женитьба»,1
285591,74054ab0e589e583b585c7fb094626a1,720601,Спектакль «Дракула»,2
285592,74054ab0e589e583b585c7fb094626a1,1277313,Спектакль «Три товарища»,1
285593,74054ab0e589e583b585c7fb094626a1,1299075,Спектакль «Мы»,1
285594,74054ab0e589e583b585c7fb094626a1,1414649,Спектакль «Семейка Аддамс»,1
285772,741b9ca0e842081218b425f009dfa018,541297,Спектакль «Всеобъемлюще»,2
285773,741b9ca0e842081218b425f009dfa018,853086,Спектакль «Визит дамы»,2
285774,741b9ca0e842081218b425f009dfa018,950064,Спектакль «Космос»,1
285775,741b9ca0e842081218b425f009dfa018,1125675,Спектакль «И Ромео. И Джульетта»,2
285789,741c8fa0d01655f99ea1451dc64f477a,491666,Спектакль «Женитьба»,1
286014,742de5bc1a3bf884e90bace1b0498775,1013247,Опера «Любовь к трем апельсинам»,1
286015,742de5bc1a3bf884e90bace1b0498775,1277072,Новогодний концерт «Млады»,1
286016,742de5bc1a3bf884e90bace1b0498775,1291295,Обзорная экскурсия «Дом Мешкова. Первый этаж»,2
286203,743e64667e5e045d08f2e29076c0a853,473942,Спектакль «Анна Каренина»,2
286204,743e64667e5e045d08f2e29076c0a853,1277313,Спектакль «Три товарища»,1
286587,746cd408b64bdb2b0a597f50ffd6069d,720601,Спектакль «Дракула»,1
286639,7470e421e264c2dd46790c55b8b7d229,1312327,Вечер балета,1
286799,748a06b9d6c24bcd6ce84c042326a8a5,734976,Спектакль «Дом Бернарды Альбы»,1
287006,749aa741c331388b67d8372fc09897c4,473942,Спектакль «Анна Каренина»,2
287007,749aa741c331388b67d8372fc09897c4,491666,Спектакль «Женитьба»,5
287008,749aa741c331388b67d8372fc09897c4,728138,Спектакль «Восемь женщин»,1
287009,749aa741c331388b67d8372fc09897c4,1378589,Балет «Коппелия»,1
