,user_id,event_id,event_name,clicks_count
363292,933ac29f88491715b36d54722156b839,818271,Спектакль Back to life,1
363293,933ac29f88491715b36d54722156b839,1244781,Спектакль «Полет над гнездом кукушки»,3
363294,933ac29f88491715b36d54722156b839,1244908,Спектакль «Корсиканка»,2
363295,933ac29f88491715b36d54722156b839,1244954,Спектакль «Вот так и живем»,3
363296,933ac29f88491715b36d54722156b839,1262060,Балет «Три маски короля»,2
363297,933ac29f88491715b36d54722156b839,1262085,Спектакль «Травиата»,3
363298,933ac29f88491715b36d54722156b839,1320823,Спектакль «Завтра была война»,1
363358,93410a933178d0e0865397b618fcb103,24729,Балет «Лебединое озеро»,1
363359,93410a933178d0e0865397b618fcb103,161952,Спектакль «Спящая красавица»,1
363360,93410a933178d0e0865397b618fcb103,798692,Экскурсия «Призрак оперы приглашает»,1
363361,93410a933178d0e0865397b618fcb103,1256321,Концерт «Великий Чайковский»,1
363522,934de97b2ca0b0c251527a3044b4ef61,835878,Спектакль «Маугли»,1
363876,9370c68623397a88a6b06d67fd702d14,484835,Балет «Бахчисарайский фонтан»,1
363877,9370c68623397a88a6b06d67fd702d14,1244908,Спектакль «Корсиканка»,1
363878,9370c68623397a88a6b06d67fd702d14,1320889,Спектакль «Алые паруса»,1
363906,93749d77cb88d259fa9aa7d9ed4719fb,10600,Спектакль «Щелкунчик»,2
363907,93749d77cb88d259fa9aa7d9ed4719fb,1244908,Спектакль «Корсиканка»,2
364152,939449f1cccbc7e02b3073ea88ce451a,24729,Балет «Лебединое озеро»,1
364570,93bb35855e9805fae5850a92c21e3d3c,1429500,Спектакль «Ромео и Джульетта»,11
364623,93bfe6feb03aa1d081e1ab95f07ee8eb,1367735,Выставка «Русское искусство»,3
364702,93cad524197145eef258c236a1437160,10600,Спектакль «Щелкунчик»,1
364703,93cad524197145eef258c236a1437160,97445,Спектакль «Ося»,1
364704,93cad524197145eef258c236a1437160,1244781,Спектакль «Полет над гнездом кукушки»,7
364705,93cad524197145eef258c236a1437160,1244954,Спектакль «Вот так и живем»,1
364706,93cad524197145eef258c236a1437160,1262060,Балет «Три маски короля»,1
364707,93cad524197145eef258c236a1437160,1320823,Спектакль «Завтра была война»,1
364708,93cad524197145eef258c236a1437160,1320889,Спектакль «Алые паруса»,1
364755,93cf94b3c509d0e6179034cbdebf35e1,1367945,Выставка «Искусство Востока»,1
364762,93d0f67f8a303d8ff931688d8fe55337,57846,Спектакль «Странная миссис Сэвидж»,4
364763,93d0f67f8a303d8ff931688d8fe55337,472495,Спектакль «Касатка»,1
364764,93d0f67f8a303d8ff931688d8fe55337,1244781,Спектакль «Полет над гнездом кукушки»,1
364765,93d0f67f8a303d8ff931688d8fe55337,1244954,Спектакль «Вот так и живем»,4
364997,93eb8927ff5ad05e7bac18295db19a77,1262060,Балет «Три маски короля»,1
365189,94001505627171eff0c5d3e6cf10601a,472495,Спектакль «Касатка»,1
365352,941a21fc607758cc7107f990b822c9e1,1367735,Выставка «Русское искусство»,1
365463,94222930f0922c619001e86c7eed7870,1294682,Концерт «Шоу гитар!»,1
365464,94222930f0922c619001e86c7eed7870,1367735,Выставка «Русское искусство»,1
365465,94222930f0922c619001e86c7eed7870,1370970,Концерт «Французский джаз»,1
365681,943a45c8e5dc08c96b4c1e498f70b209,516734,Спектакль «Аленький цветочек»,5
365682,943a88bcea4636b267379c8c892d0a67,227071,Спектакль «Кармен»,2
365683,943a88bcea4636b267379c8c892d0a67,1233340,Спектакль «Женитьба»,1
365684,943a88bcea4636b267379c8c892d0a67,1244781,Спектакль «Полет над гнездом кукушки»,1
365685,943a88bcea4636b267379c8c892d0a67,1326971,Выставка «Самарские мистерии Валентина Пурыгина»,1
366171,947a4111a72ac57c49b8c28537a9a0d1,1242638,Спектакль «Олимпия»,2
366587,94a669cfcaf9084b2b2759aa697a09c4,10346,Опера «Пиковая дама»,1
366588,94a669cfcaf9084b2b2759aa697a09c4,1262060,Балет «Три маски короля»,3
366606,94a78c3cf366d39ce6c4a734132992f1,1249134,Балет «Время Долгушина»,1
366661,94aeb6d6d8d1a7b476c48dd01325f719,1244781,Спектакль «Полет над гнездом кукушки»,1
366662,94aeb6d6d8d1a7b476c48dd01325f719,1244954,Спектакль «Вот так и живем»,1
366722,94b6160f02bb01960da510b0cdb52b27,57846,Спектакль «Странная миссис Сэвидж»,3
366746,94b8c072e249ab187257f7b3965ed5e9,543116,Спектакль «Горе от ума»,1
366748,94b8c072e249ab187257f7b3965ed5e9,1320889,Спектакль «Алые паруса»,3
366914,94c8f6c1a57d379298287006cece62ef,1326971,Выставка «Самарские мистерии Валентина Пурыгина»,2
366915,94c8f6c1a57d379298287006cece62ef,1367735,Выставка «Русское искусство»,1
366981,94d070379d134093936f7bd2c784650b,1342223,Спектакль «Маленький принц»,1
