,user_id,event_id,event_name,clicks_count
6934,02d9cfaae74dac68a66a2e8303ff9431,1339002,Спектакль «Записки из Мертвого дома»,1
6935,02d9cfaae74dac68a66a2e8303ff9431,1346018,Спектакль «Свободная пара»,1
6936,02d9cfaae74dac68a66a2e8303ff9431,1405064,Мюзикл «Рок»,2
6937,02d9cfaae74dac68a66a2e8303ff9431,1431845,Спектакль «История от Матвея»,1
7050,02e5b5dd45e6b758c3ff934ff330d63a,1400338,Моноспектакль «Пиковая дама»,4
7476,030ed2f684cef908a7557ce79c08b7ea,188744,Спектакль «Летние осы кусают нас даже в ноябре»,6
7774,03299631721506d2faab8fec74e144b3,1242538,Спектакль «Полет над гнездом кукушки»,1
7775,0329a8fe1c749e278e39cfd0c0bcd8e3,1405064,Мюзикл «Рок»,1
7776,0329a8fe1c749e278e39cfd0c0bcd8e3,1428560,Спектакль «Маленький принц»,2
7777,0329a8fe1c749e278e39cfd0c0bcd8e3,1446289,Концерт «Новогодний серпантин»,2
8107,034649d4f3edb8ec02e349807637e091,10393,Спектакль «Королева красоты»,1
8129,03494db81bdc49e75d0823e9917658ba,10393,Спектакль «Королева красоты»,1
8130,03494db81bdc49e75d0823e9917658ba,10402,Спектакль «Электра»,2
8131,03494db81bdc49e75d0823e9917658ba,105292,Спектакль «Ночь ошибок»,1
8132,03494db81bdc49e75d0823e9917658ba,395173,Спектакль «Фотоаппараты»,1
8133,03494db81bdc49e75d0823e9917658ba,395192,Спектакль «Между небом и землей»,3
8134,03494db81bdc49e75d0823e9917658ba,810148,Спектакль «Собака на сене»,1
8135,03494db81bdc49e75d0823e9917658ba,973410,Спектакль «Волшебник Изумрудного города»,1
8136,03494db81bdc49e75d0823e9917658ba,1242063,Спектакль «Между делом»,1
8137,03494db81bdc49e75d0823e9917658ba,1248012,Спектакль «Можно попросить Нину?»,1
8138,03494db81bdc49e75d0823e9917658ba,1248058,Спектакль «С вечера до полудня»,1
8139,03494db81bdc49e75d0823e9917658ba,1248181,Спектакль «Папа»,3
8140,03494db81bdc49e75d0823e9917658ba,1328011,Спектакль «Горка»,2
8141,03494db81bdc49e75d0823e9917658ba,1349311,Спектакль «Корова»,1
8142,03494db81bdc49e75d0823e9917658ba,1352666,Концерт «Тайны гениев»,1
8143,03494db81bdc49e75d0823e9917658ba,1352691,Концерт World Music,1
