ID;Учреждение;Адрес;ИНН;Категория;Код
5;ГБУК «Белгородский государственный историко-краеведческий музей»;Белгородская обл, г Белгород, ул Попова, д 2А;3125017020.0;Музеи и галереи;31
6;ОГАУК «Драматический театр имени М. С. Щепкина»;Белгородская обл, г Белгород, Соборная пл, д 1;3124010511.0;Театры;31
7;ГБУК «Белгородский государственный литературный музей»;Белгородская обл, г Белгород, ул Преображенская, д 38;3123309972.0;Музеи и галереи;31
9;ГБУК «Белгородский государственный центр народного творчества»;Белгородская обл, г Белгород, ул Широкая, д 1;3124013992.0;Дворцы культуры и клубы;31
10;ГБУК «Белгородский государственный театр кукол»;Белгородская обл, г Белгород, ул Некрасова, д 5б/8;3124012075.0;Театры;31
11;ГБУК «Белгородский государственный музей народной культуры»;Белгородская обл, г Белгород, Гражданский пр-кт, д 61;3123115737.0;Музеи и галереи;31
13;ГБУК «Белгородский государственный историко-художественный музей-диорама «Курская битва. Белгородское направление»;Белгородская обл, г Белгород, ул Попова, д 2;3123044638.0;Музеи и галереи;31
16;ГБУК «Белгородская государственная филармония»;Белгородская обл, г Белгород, ул Белгородского полка, д 56А;3125013106.0;Концертные площадки;31
17;ГБУК «Белгородский государственный художественный музей»;Белгородская обл, г Белгород, ул Победы, д 77;3125013434.0;Музеи и галереи;31
18;МБУК «Дворец культуры «Энергомаш»;Белгородская обл, г Белгород, пр-кт Б.Хмельницкого, д 78Б;3123116402.0;Дворцы культуры и клубы;31
19;МБУ ДО «Детская школа искусств № 1 города Белгорода»;Белгородская обл, г Белгород, ул Первомайская, д 2А;3123028869.0;Образовательные учреждения;31
21;МБУК «Централизованная библиотечная система города Белгорода»;Белгородская обл, г Белгород, ул Н.Островского, д 14;3125017862.0;Библиотеки;31
25;Белгородская галерея фотоискусства им. В.А. Собровина;Белгородская обл, г Белгород, ул Попова, д 69;3123197169.0;Музеи и галереи;31
26;МКУК «Районный организационно-методический центр»;Белгородская обл, Прохоровский р-н, пгт Прохоровка, ул Советская, д 130;3115006646.0;Дворцы культуры и клубы;31
27;МБУК «Центр досуга»;Белгородская обл, г Белгород, ул Ватутина, д 2А;3123101004.0;Дворцы культуры и клубы;31
28;МКУ «Вейделевский краеведческий музей»;Белгородская обл, Вейделевский р-н, п Вейделевка, ул Центральная, д 43А;3105003646.0;Музеи и галереи;31
32;МБУК «Выставочный зал «Родина»;Белгородская обл, г Белгород, пр-кт Б.Хмельницкого, д 71;3123212843.0;Музеи и галереи;31
33;Дом офицеров;Белгородская обл, г Белгород, ул Куйбышева, д 33А;3123173048.0;Дворцы культуры и клубы;31
47;МКУК «Валуйский историко-художественный музей»;Белгородская обл, Валуйский р-н, г Валуйки, ул Ст.Разина, д 16;3126011013.0;Музеи и галереи;31
52;МКУК «Корочанский районный историко-краеведческий музей»;Белгородская обл, Корочанский р-н, г Короча, ул Дорошенко, д 28;3110008801.0;Музеи и галереи;31
54;МБУК ЦКР «Радужный»;Белгородская обл, Красненский р-н, с Красное, ул Подгорная, д 2;3112262539.0;Дворцы культуры и клубы;31
62;МКУК «Центр народного творчества Ивнянского района»;Белгородская обл, Ивнянский р-н, рп Ивня, ул Заречная, д 17А;3109003911.0;Дворцы культуры и клубы;31
63;МБУК ЦКР «Лебединец»;Белгородская обл, г Губкин, пр-кт Горняков, 1Б;3127011136.0;Дворцы культуры и клубы;31
65;МАУК Центр культурного развития «Строитель»;Белгородская обл, г Губкин, ул 9 Января, 2;3127007323.0;Дворцы культуры и клубы;31
68;МУК «Ракитянский краеведческий музей»;Белгородская обл, Ракитянский р-н, п Ракитное, ул Пролетарская, д 1;3116004585.0;Музеи и галереи;31
69;МБУК «Вейделевский ЦКР»;Белгородская обл, Вейделевский р-н, п Вейделевка, ул Комсомольская, д 7А;3105004294.0;Дворцы культуры и клубы;31
72;МБУ «Губкинский краеведческий музей»;Белгородская обл, г Губкин, ул Кирова, д 1;3127513873.0;Музеи и галереи;31
82;МБУК «Центр культурного развития п. Прохоровка»;Белгородская обл, Прохоровский р-н, пгт Прохоровка, ул Советская, д 130;3115003243.0;Дворцы культуры и клубы;31
84;МБУК «Центр культурного развития п. Ивня»;Белгородская обл, Ивнянский р-н, рп Ивня, ул Заречная, д 17А;3109002957.0;Дворцы культуры и клубы;31
91;МКУК «Ивнянский историко-краеведческий музей»;Белгородская обл, Ивнянский р-н, рп Ивня, ул Ленина, д 22;3109004707.0;Музеи и галереи;31
94;МАУК «Губкинский театр для детей и молодежи»;Белгородская обл, г Губкин, ул Лазарева, 17а;3127010125.0;Театры;31
95;МКУ «Районный организационно-методический центр»;Белгородская обл, Вейделевский р-н, п Вейделевка, ул Центральная, д 43А;3105004304.0;Дворцы культуры и клубы;31
97;МБУК «Центр культурного развития» п. Троицкий;Белгородская обл, Губкинский р-н, п Троицкий, ул Центральная, д 11;3127008158.0;Дворцы культуры и клубы;31
100;МБУК «ЦКР «Форум»;Белгородская обл, г Губкин, ул Мира, 18;3127008609.0;Дворцы культуры и клубы;31
101;МБУК «Централизованная библиотечная система Шебекинского городского округа»;Белгородская обл, г Шебекино, ул Дзержинского, д 13;3120007772.0;Библиотеки;31
109;МБУК «Борисовский дом ремёсел»;Белгородская обл, Борисовский р-н, п Борисовка, ул Советская, д 98;3103003714.0;Дворцы культуры и клубы;31
113;МБУК «РЦКР «Молодежный»;Белгородская обл, Ракитянский р-н, п Ракитное, ул Пролетарская, д 20Б;3116004850.0;Дворцы культуры и клубы;31
125;МБУК «Городской центр народного творчества «Сокол»;Белгородская обл, г Белгород, пр-кт Б.Хмельницкого, д 137К;3123037380.0;Дворцы культуры и клубы;31
127;МКУК «Грайворонский историко-краеведческий музей»;Белгородская обл, Грайворонский р-н, г Грайворон, ул Максима Горького, д 2а;3108005320.0;Музеи и галереи;31
133;МБУК «Борисовский историко-краеведческий музей»;Белгородская обл, Борисовский р-н, п Борисовка, ул Первомайская, д 15;3103003834.0;Музеи и галереи;31
147;МБУК «Центр культурного развития Краснояружского района»;Белгородская обл, Краснояружский р-н, п Красная Яруга, ул Театральная, д 1;3113001353.0;Дворцы культуры и клубы;31
155;АУК «ЦКС Белгородского района»;Белгородская обл, Белгородский р-н, п Майский, ул Кирова, д 6;3102046144.0;Дворцы культуры и клубы;31
156;ФГБУК «Государственный научно-исследовательский музей архитектуры им. А. В. Щусева»;г Москва, ул Воздвиженка, д 5/25;7704060792.0;Музеи и галереи;77
162;МУК «Дворец культуры и спорта» Валуйского ГО;Белгородская обл, Валуйский р-н, г Валуйки, ул 9 Января, д 5;3126014021.0;Дворцы культуры и клубы;31
164;МБУК «Красногвардейский краеведческий музей»;Белгородская обл, Красногвардейский р-н, г Бирюч, Соборная пл, д 18;3111005200.0;Музеи и галереи;31
165;МКУК «Централизованная клубная система»;Белгородская обл, Красненский р-н, с Красное, ул Подгорная, д 2;3112261888.0;Дворцы культуры и клубы;31
170;МБУК «Чернянский районный краеведческий музей»;Белгородская обл, Чернянский р-н, п Чернянка, Октябрьская пл, д 7;3119006453.0;Музеи и галереи;31
175;МКУК «Новооскольская клубная система»;Белгородская обл, Новооскольский р-н, г Новый Оскол, Центральная пл, д 6;3114008383.0;Дворцы культуры и клубы;31
198;Хотмыжский центральный сельский Дом культуры тест;Белгородская обл, г Белгород;3103005310.0;Дворцы культуры и клубы;31
201;МУК «Краснояружский краеведческий музей»;Белгородская обл, Краснояружский р-н, п Красная Яруга, ул Театральная, д 1;3113001191.0;Музеи и галереи;31
214;ГБУК КО «Калужский ордена Трудового Красного Знамени областной драматический театр»;Калужская обл, г Калуга, Театральная пл, д 1;4027021421.0;Театры;40
219;ГБУК КО «Калужский музей изобразительных искусств»;Калужская обл, г Калуга, ул Ленина, д 104;4027119970.0;Музеи и галереи;40
230;ГБУК КО «Дом народного творчества и кино «Центральный»;Калужская обл, г Калуга, ул Кирова, д 31;4027027416.0;Дворцы культуры и клубы;40
240;ГБУК КО «Калужский областной театр юного зрителя»;Калужская обл, г Калуга, ул Театральная, д 36;4027063171.0;Театры;40
243;МКУК «ЦС КДУ» Волоконовского района;Белгородская обл, Волоконовский р-н, п Волоконовка, ул Ленина, д 20А;3106007989.0;Дворцы культуры и клубы;31
251;МКУК «Шебекинский историко-художественный музей»;Белгородская обл, г Шебекино, ул Ленина, д 93;3120011151.0;Музеи и галереи;31
265;Волоконовский районный краеведческий музей;Белгородская обл, Волоконовский р-н, п Волоконовка, ул Первогвардейская, д 12;3106007160.0;Музеи и галереи;31
266;ШМБУК «Центр культурного развития»;Белгородская обл, г Шебекино, ул Лихачева, д 6а;3120082963.0;Дворцы культуры и клубы;31
268;ГБУК КО «Калужский объединённый музей-заповедник»;Калужская обл, г Калуга, ул Пушкина, д 14;4027041795.0;Музеи и галереи;40
287;МАУК «Центр культурного развития «Солнечный»;Белгородская обл, Алексеевский р-н, г Алексеевка, Никольская пл, д 5;3122504829.0;Дворцы культуры и клубы;31
288;ГБУК КО «Калужская областная научная библиотека им. В.Г. Белинского»;Калужская обл, г Калуга, ул Луначарского, д 6;4027050694.0;Библиотеки;40
289;МБУ «Музей-заповедник «Дмитровский кремль»;Московская обл, г Дмитров, ул Загорская, д 17;5007022267.0;Музеи и галереи;50
296;ГАУК КО «Калужская областная филармония»;Калужская обл, г Калуга, ул Ленина, д 60;4028017080.0;Концертные площадки;40
327;МБУК «Центр культурного развития «Борисовский»;Белгородская обл, Борисовский р-н, п Борисовка, пл Ушакова, д 5А;3103003841.0;Дворцы культуры и клубы;31
328;МКУК «Старооскольский краеведческий музей»;Белгородская обл, г Старый Оскол, ул Ленина, д 50;3128037842.0;Музеи и галереи;31
334;МАУК ЦКР «Горняк»;Белгородская обл, г Старый Оскол, мкр Горняк, д 7;3128035443.0;Дворцы культуры и клубы;31
335;МАУК «Центр народных промыслов»;Белгородская обл, г Старый Оскол, Рудничный мкр, 24;3128060697.0;Дворцы культуры и клубы;31
336;МАУК «Центр культурного развития «Молодежный»;Белгородская обл, г Старый Оскол, мкр Макаренко, д 7а;3128018342.0;Дворцы культуры и клубы;31
337;МБУК «ЦКР с. Аверино»;Белгородская обл, Губкинский р-н, с Аверино, ул Центральная, д 28;3127011288.0;Дворцы культуры и клубы;31
341;МБУК «Старооскольский Дом ремесел»;Белгородская обл, г Старый Оскол, ул Мира, д 32;3128038758.0;Дворцы культуры и клубы;31
342;МБУК «Центр культурного развития Незнамовской сельской территории»;Белгородская обл, Старооскольский р-н, с Незнамово, ул Центральная, д 3;3128074192.0;Дворцы культуры и клубы;31
357;ШМБУ «Модельный дворец культуры»;Белгородская обл, г Шебекино, ул Московская, д 19;3120012204.0;Дворцы культуры и клубы;31
361;МКУК «Старооскольский художественный музей»;Белгородская обл, г Старый Оскол, ул Ленина, д 57;3128037850.0;Музеи и галереи;31
363;МАУК «Дворец культуры «Комсомолец»;Белгородская обл, г Старый Оскол, б-р Дружбы, д 1;3128027925.0;Дворцы культуры и клубы;31
371;МБУК «Районный краеведческий музей»;Калужская обл, Дзержинский р-н, г Кондрово, ул Кооперативная, д 4;4004000520.0;Музеи и галереи;40
372;МБУК «Старооскольский театр для детей и молодежи» им. Б. И. Равенских;Белгородская обл, г Старый Оскол, ул Революционная, д 15;3128015359.0;Театры;31
376;МКУК «Музей имени Первой Конной армии»;Белгородская обл, Новооскольский р-н, с Великомихайловка, ул Советская, д 77;3114008577.0;Музеи и галереи;31
383;ФГБУК «Всероссийский художественный научно-реставрационный центр им. академика И. Э. Грабаря»;г Москва, ул Радио, д 17/6;7706030095.0;Организатор конференций и выставок;77
387;МКУК «Бабынинский РДК»;Калужская обл, Бабынинский р-н, п Бабынино, ул Новая, д 2;4001006595.0;Дворцы культуры и клубы;40
390;МКУК «Мещовский РДК»;Калужская обл, Мещовский р-н, г Мещовск, пл Ленина, д 1;4013001136.0;Дворцы культуры и клубы;40
395;МУК «Музейно-выставочный центр»;Калужская обл, Боровский р-н, г Боровск, ул Ленина, д 27;4003032209.0;Музеи и галереи;40
426;МКУК «Районный Дом культуры»;Калужская обл, Людиновский р-н, г Людиново, ул Щербакова, д 1Б;4024007179.0;Дворцы культуры и клубы;40
427;МБУ «Городской Дворец культуры»;Калужская обл, г Обнинск, пр-кт Ленина, д 126;4025047230.0;Дворцы культуры и клубы;40
449;МБУ «Музей истории города Обнинска»;Калужская обл, г Обнинск, пр-кт Ленина, д 128;4025024674.0;Музеи и галереи;40
451;МБУК «Калужский театр кукол»;Калужская обл, г Калуга, ул Кирова, д 48;4027020058.0;Театры;40
452;МБУК «Малоярославецкий военно-исторический музей 1812 года»;Калужская обл, Малоярославецкий р-н, г Малоярославец, ул Московская, д 27;4011009443.0;Музеи и галереи;40
469;Калужский Дом музыки;Калужская обл, г Калуга, ул Кирова, д 6;4027078675.0;Концертные площадки;40
474;МБУ «Малоярославецкий музейно-выставочный центр им. И.А. Солдатенкова»;Калужская обл, Малоярославецкий р-н, г Малоярославец, ул Российских Газовиков, д 13;4011009404.0;Музеи и галереи;40
490;ГУК ТО «Тульский областной театр юного зрителя»;Тульская обл, г Тула, ул Коминтерна, д 2;7106003340.0;Театры;71
492;ГУК ТО «Тульский государственный театр кукол»;Тульская обл, г Тула, ул Советская, д 62/15;7107027784.0;Театры;71
493;ГУК ТО «Тульская областная филармония имени народного артиста Российской Федерации И.А. Михайловского»;Тульская обл, г Тула, пр-кт Ленина, д 51;7107032752.0;Концертные площадки;71
507;ГУК ТО «Объединение центров развития культуры»;Тульская обл, г Тула, ул 9 Мая, д 1а,б;7104523449.0;Дворцы культуры и клубы;71
524;ГУК ТО «Тульский государственный ордена Трудового Красного Знамени академический театр драмы им. М. Горького»;Тульская обл, г Тула, пр-кт Ленина, д 34А;7107032745.0;Театры;71
541;ФГБУК «Государственный мемориальный историко-художественный и природный музей-заповедник В. Д. Поленова»;Тульская обл, Заокский р-н, с Страхово;7126010627.0;Музеи и галереи;71
547;МБУК «Алексинский художественно-краеведческий музей»;Тульская обл, Алексинский р-н, г Алексин;7111016697.0;Музеи и галереи;71
548;МУК «Венёвский краеведческий музей»;Тульская обл, Веневский р-н, г Венев, ул Красная Площадь, д 32;7123028873.0;Музеи и галереи;71
549;МБУК «Одоев – город музей»;Тульская обл, Одоевский р-н, рп Одоев, ул Карла Маркса, д 35А;7131025587.0;Музеи и галереи;71
552;МАУК «Щекинский художественно-краеведческий музей»;Тульская обл, Щекинский р-н, г Щекино, ул Ленина, д 18/16;7118818330.0;Музеи и галереи;71
555;МБУК «Белевский районный художественно-краеведческий музей»;Тульская обл, Белевский р-н, г Белев, ул Карла Маркса, д 114;7122025365.0;Музеи и галереи;71
556;МБУК «Ефремовский районный художественно-краеведческий музей»;Тульская обл, Ефремовский р-н, г Ефремов, ул Красная Площадь, д 1;7113066037.0;Музеи и галереи;71
558;МБУК «Ефремовский дом-музей И.А. Бунина»;Тульская обл, Ефремовский р-н, г Ефремов, ул Тургенева, д 47;7113066083.0;Музеи и галереи;71
562;МБУК «Тульский историко-архитектурный музей»;Тульская обл, г Тула, пр-кт Ленина, д 31;7107041002.0;Музеи и галереи;71
564;МБУК «Кимовский историко-краеведческий музей им. В.А. Юдина»;Тульская обл, Кимовский р-н, г Кимовск, ул Толстого, д 34;7115021578.0;Музеи и галереи;71
565;МБУК Узловский художественно-краеведческий музей;Тульская обл, Узловский р-н, г Узловая, ул Беклемищева, д 48;7117001224.0;Музеи и галереи;71
570;ФГБУК «Государственный военно-исторический и природный музей-заповедник «Куликово поле»;Тульская обл, г Тула, пр-кт Ленина, д 47;7129001050.0;Музеи и галереи;71
573;МУК «Куркинский краеведческий музей»;Тульская обл, Куркинский р-н, рп Куркино, ул Октябрьская, д 41А;7129500066.0;Музеи и галереи;71
574;МКУК «Воловский районный художественно-краеведческий музей»;Тульская обл, Воловский р-н, п Волово, ул 30 лет Победы, д 17А;7124059338.0;Музеи и галереи;71
605;ГБУК г. Москвы «Государственный историко-архитектурный, художественный и ландшафтный музей-заповедник «Царицыно»;г Москва, ул Дольская, д 1;7737012762.0;Музеи и галереи;77
606;ФГБУК «Тульский государственный музей оружия»;Тульская обл, г Тула, ул Октябрьская, д 2;7107021101.0;Музеи и галереи;71
607;ФГБУК «Государственный музей изобразительных искусств имени А. С. Пушкина»;г Москва, ул Волхонка, д 12;7704018416.0;Музеи и галереи;77
613;ФГБУК «Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник»;Вологодская обл, Кирилловский р-н, г Кириллов, Заповедная зона, Соборная пл., 1  ;3511001352.0;Музеи и галереи;35
614;СПб ГБУК «Государственный литературно-мемориальный музей Анны Ахматовой в Фонтанном доме»;г Санкт-Петербург;7825704794.0;Музеи и галереи;78
622;ГУК ТО «Тульское музейное объединение»;Тульская обл, г Тула, тер Кремль;7107007481.0;Музеи и галереи;71
631;ГБУК «Иркутский областной художественный музей им. В. П. Сукачева»;Иркутская обл, г Иркутск, ул Ленина, д 5;3808040842.0;Музеи и галереи;38
633;ММ БУК КТ «Жиздринский районный культурно-досуговый центр»;Калужская обл, Жиздринский р-н, г Жиздра, пл Коммуны, д 1;4006004055.0;Дворцы культуры и клубы;40
651;МКУК «Краеведческий музей»;Московская обл, г Наро-Фоминск, г Апрелевка;1234567890.0;Дворцы культуры и клубы;50
659;ГБУИО «Ивановский государственный историко-краеведческий музей им. Д. Г. Бурылина»;Ивановская обл, г Иваново, ул Советская, д 29;3702513150.0;Музеи и галереи;37
669;МКУК «Районная централизованная клубная система»;Калужская обл, Куйбышевский р-н, п Бетлица, ул Калинина, д 1;4010002558.0;Дворцы культуры и клубы;40
713;МКУК «Думиничский районный Дом культуры»;Калужская обл, Думиничский р-н, п Думиничи, ул Ленина, д 22;4005005151.0;Дворцы культуры и клубы;40
721;ФГБУК «Государственный музей Л. Н. Толстого»;г Москва, ул Пречистенка, д 11/8;7704024716.0;Музеи и галереи;77
756;МБУК «Музейно-выставочный центр» г.о. Серпухов Московской области;Московская обл, г Серпухов, ул Горького, д 5б;5043014871.0;Музеи и галереи;50
757;МБУ «Талдомский историко-литературный музей»;Московская обл, Талдомский р-н, г Талдом, ул С.Щедрина, д 41;5078013861.0;Музеи и галереи;50
760;МБУК г.о. Щёлково Историко-краеведческий музей «Усадьба Фряново»;Московская обл, Щелковский р-н, рп Фряново, пл Ленина, двлд 2;5050048416.0;Музеи и галереи;50
762;ГБУК МО «Музей «Новый Иерусалим» (рузский филиал музейный комплекс «Зоя»);Московская обл, Рузский р-н, д Петрищево;5075016952.0;Музеи и галереи;50
766;МУК «Подольский выставочный зал»;Московская обл, г Подольск, пр-кт Ленина, д 113/62;5036058300.0;Музеи и галереи;50
773;МУК «Павлово-Посадский музейно-выставочный комплекс»;Московская обл, г Павловский Посад, ул Большая Покровская, д 38;5035023551.0;Музеи и галереи;50
782;ГАУК МО «Государственный историко-литературный музей-заповедник А. С. Пушкина»;Московская обл, Одинцовский р-н, рп Большие Вяземы;5032004536.0;Музеи и галереи;50
813;МУК «Егорьевский историко-художественный музей»;Московская обл, г Егорьевск, ул Советская, д 73/20;5011020840.0;Музеи и галереи;50
814;МАУК «Музей Дубны» г. Дубны Московской области;Московская обл, г Дубна, пр-кт Боголюбова, д 54;5010030081.0;Музеи и галереи;50
830;Государственный историко-художественный музей «Новый Иерусалим»;Московская обл, Истринский р-н, г Истра, ул Ново-Иерусалимская Набережная, д 1;5017003658.0;Музеи и галереи;50
832;ГБУК МО «Московский областной музей народных художественных промыслов»;Московская обл, г.о. Мытищи, Федоскино;5029071116.0;Музеи и галереи;50
861;Дом культуры «Мир» ОИЯИ;Московская обл, г Дубна, аллея В.С.Высоцкого, д 1;9909125356.0;Дворцы культуры и клубы;50
862;ГАУК МО «Московский областной государственный театр юного зрителя»;Московская обл, Москва, Прохладная, 28;7737063870.0;Театры;50
863;ГАУК МО «Московский областной театр драмы и комедии»;Московская обл, Ногинский р-н, г Ногинск, ул 3 Интернационала, д 65А;5031009147.0;Театры;50
864;ГАУК МО «Московский областной государственный театр кукол»;Московская обл, г Дзержинский, ул Лермонтова, д 12А;7709152581.0;Театры;50
865;ГАУК МО «Московский Губернский театр»;г Москва, Волгоградский пр-кт, д 121;7705095364.0;Театры;77
867;МАУ «Дворец культуры «Октябрь»;Московская обл, г Дубна, пл Космонавтов, д 1;5010011258.0;Дворцы культуры и клубы;50
868;ГАУК МО «Московская областная филармония»;Московская обл, Красногорский р-н, г Красногорск, ул Ленина, д 3;5024068864.0;Концертные площадки;50
869;АУ ДДК «Вперед»;Московская обл, г Долгопрудный, пл Собина, д 3;5008025207.0;Дворцы культуры и клубы;50
875;МУК «Дворец культуры» г. Жуковский;Московская обл, г Жуковский, ул Фрунзе, д 28;5013041853.0;Дворцы культуры и клубы;50
880;МБУК Дом культуры «Саввино»;Московская обл, г Балашиха, мкр Саввино, ул 1 Мая, д 11В;5012028296.0;Дворцы культуры и клубы;50
888;МАУК «Центр культуры и искусств им. Л.Н. Кекушева»;Московская обл, г Ивантеевка, ул Дзержинского, д 1А;5038128993.0;Дворцы культуры и клубы;50
902;МБУК «Центральный Дворец культуры им. М.И. Калинина»;Московская обл, г Королев, ул Терешковой, д 1;5018040525.0;Дворцы культуры и клубы;50
903;АУК «Деловой и культурный центр «КОСТИНО»;Московская обл, г Королев, ул Дзержинского, д 26;5018040532.0;Дворцы культуры и клубы;50
929;МАУ ДК «Чайка»;Московская обл, г Лобня, ул Дружбы, д 3;5025022238.0;Дворцы культуры и клубы;50
934;МУ ДК «Центр Молодежи»;Московская обл, г Лыткарино, ул Парковая, д 16;5026011581.0;Дворцы культуры и клубы;50
940;МУ «Дворец культуры «Мир»;Московская обл, г Лыткарино, ул Ленина, д 2А;5026007225.0;Дворцы культуры и клубы;50
942;МУК «Центр культуры и досуга «Мечта»;Московская обл, г Орехово-Зуево, ул Набережная, д 9А;5034083678.0;Дворцы культуры и клубы;50
969;МУК «Районный Дом культуры»;Калужская обл, Боровский р-н, г Боровск, ул Ленина, д 17;4003011216.0;Дворцы культуры и клубы;40
1009;МУК Дворец культуры «Россия»;Московская обл, г Серпухов, ул Советская, д 90;5043008324.0;Дворцы культуры и клубы;50
1027;МУ «Дворец культуры «Исток»;Московская обл, г Фрязино, ул Комсомольская, д 17;5052015230.0;Дворцы культуры и клубы;50
1072;МКУ «Дворец культуры им. Г.Д.Гогиберидзе»;Калужская обл, Людиновский р-н, г Людиново, ул Ленина, д 3А;4024006312.0;Дворцы культуры и клубы;40
1077;МБУК «Районный центр досуга населения» Тарусского района Калужской области;Калужская обл, Тарусский р-н, г Таруса, ул Луначарского, д 33А;4018010180.0;Дворцы культуры и клубы;40
1131;МКУК «Осташевский КДЦ»;Московская обл, Волоколамский р-н, с Осташево, ул Советская, д 1/3;5004028990.0;Дворцы культуры и клубы;50
1195;ГАУК МО «Московская губернская универсальная библиотека»;Московская обл, г Королев, пр-кт Королева, д 24;7716011976.0;Библиотеки;50
1219;МУК «Истринский культурно-досуговый комплекс» городского округа Истра Московской области;Московская обл, Истринский р-н, г Истра, ул Первомайская, д 3;5017072771.0;Дворцы культуры и клубы;50
1267;МАУК «Дом культуры «Мечта»;Московская обл, Наро-Фоминский р-н, рп Селятино;5030005936.0;Дворцы культуры и клубы;50
1278;МБУК «Мытищинский дворец культуры «Яуза»;Московская обл, г Мытищи, ул Мира, д 2А;5029071885.0;Дворцы культуры и клубы;50
1279;МУК «Районный Дом культуры»;Московская обл, Ногинский р-н, г Ногинск, ул Текстилей, д 31;5031057824.0;Дворцы культуры и клубы;50
1292;МБУК «Можайский культурно-досуговый центр»;Московская обл, Можайский р-н, г Можайск, ул Московская, д 9;5028023261.0;Дворцы культуры и клубы;50
1321;МУК «Люберецкий дворец культуры»;Московская обл, Люберецкий р-н, г Люберцы, Октябрьский пр-кт, д 200;5027122485.0;Дворцы культуры и клубы;50
1350;МАУК ККДК «Подмосковье»;Московская обл, Красногорский р-н, г Красногорск, ул Ленина, д 3;5024145692.0;Дворцы культуры и клубы;50
1379;МУК «Дворец культуры им. Г. Конина»;Московская обл, г Егорьевск, ул Советская, д 174;5011008233.0;Дворцы культуры и клубы;50
1382;Муниципальное бюджетное учреждение «Центр культурного развития «Яхромский»;Московская обл, Дмитровский р-н, г Яхрома, ул Заречная, д 2;5007067170.0;Дворцы культуры и клубы;50
1395;МБУ Центральный Дворец культуры «Созвездие»;Московская обл, Дмитровский р-н, г Дмитров, ул Загорская, д 64;5007045480.0;Дворцы культуры и клубы;50
1399;МБУ «Дом культуры «Содружество»;Московская обл, Дмитровский р-н, г Дмитров, ул Профессиональная, д 92;5007049300.0;Дворцы культуры и клубы;50
1404;МУК «Культурно-просветительский центр «Дубровицы»;Московская обл, г Подольск, п Дубровицы, д 65А;5074030376.0;Дворцы культуры и клубы;50
1433;МУК «Центр культуры и досуга»;Московская обл, Орехово-Зуевский р-н, г Куровское, ул Вокзальная, д 7;5034030884.0;Дворцы культуры и клубы;50
1445;Муниципальное бюджетное учреждение культуры «Дом культуры «Современник»;Московская обл, Пушкинский р-н, п Лесные Поляны, ул Центральная, д 2;5038042866.0;Дворцы культуры и клубы;50
1508;МБУК СДК «Юность»;Московская обл, Сергиево-Посадский р-н, д Березняки, д 110;5042043157.0;Дворцы культуры и клубы;50
1515;МУК «ДК им. Ю.А.Гагарина»;Московская обл, Сергиево-Посадский р-н, г Сергиев Посад, пр-кт Красной Армии, д 185;5042041061.0;Дворцы культуры и клубы;50
1520;МБУК КПЦ «Дубрава» им. А. Меня;Московская обл, Сергиево-Посадский р-н, г Сергиев Посад, мкр Семхоз, ул Парковая, д 16;5042064189.0;Дворцы культуры и клубы;50
1523;Муниципальное учреждение культуры Образовательно-досуговый центр «Октябрь»;Московская обл, Сергиево-Посадский р-н, г Сергиев Посад, ул Центральная, д 58;5042047507.0;Дворцы культуры и клубы;50
1562;МУК «Дворец культуры «Сатурн»;Московская обл, Раменский р-н, г Раменское, ул Михалевича, д 2;5040088586.0;Дворцы культуры и клубы;50
1563;Муниципальное бюджетное учреждение «Дом Культуры Пушкино»;Московская обл, Пушкинский р-н, г Пушкино, ул Некрасова, д 3;5038048850.0;Дворцы культуры и клубы;50
1565;ФГБУ «Российская государственная библиотека»;г Москва, ул Воздвиженка, д 3/5;7704097560.0;Библиотеки;77
1571;МАУК г. о. Щелково «Центральный Дворец культуры»;Московская обл, Щелковский р-н, г Щелково, ул Пушкина, д 22;5050011688.0;Дворцы культуры и клубы;50
1602;МАУК городского округа Котельники МО «Культурный комплекс Котельники»;Московская обл, г Котельники, Ковровый мкр, д 12;5027077240.0;Дворцы культуры и клубы;50
1631;Автономное учреждение «Дворец культуры «Родина»;Московская обл, Химкинский р-н, г Химки, Ленинский пр-т, д 2а;5047074617.0;Дворцы культуры и клубы;50
1637;МБУ Городской клуб ветеранов;Калужская обл, г Обнинск, пр-кт Маркса, д 56;4025066547.0;Дворцы культуры и клубы;40
1638;МП «Дом ученых»;Калужская обл, г Обнинск, пр-кт Ленина, д 129;4025426101.0;Дворцы культуры и клубы;40
1639;ДК ФЭИ;Калужская обл, г Обнинск, пр-кт Ленина, д 15;4025418252.0;Дворцы культуры и клубы;40
1664;МАУК «Химкинский драматический театр «Наш дом»;Московская обл, Химкинский р-н, г Химки, ул Маяковского, д 22;5047025000.0;Театры;50
1665;Камерный молодежный театр «Зазеркалье» г.Серпухов;"Московская обл, г Серпухов, ,ул.Красный текстильщик,6а,д/к ""Исток""";5043018795.0;Театры;50
1667;Экспериментальный музыкально-драматический театр г.Жуковский;Московская обл, г Жуковский, ул Лацкова, д 2;5013011440.0;Театры;50
1670;МБУК «Мытищинский театр кукол «Огниво» им. С. Железкина»;Московская обл, г Мытищи, ул Шараповская, д 4/1;5029025110.0;Театры;50
