ID;Учреждение;Адрес;ИНН;Категория;Код
11759;Муниципальное автономное учреждение культуры Центральный дворец культуры г. Белебея;Респ Башкортостан, Белебеевский р-н, г Белебей, ул им М.Г. Амирова, д 10А;255013077.0;Дворцы культуры и клубы;2
11760;ГАУК «Кузбасскино»;Кемеровская обл, г Кемерово, Советский пр-кт, д 4;4205001147.0;Кинотеатры;42
11775;ГАУК РБ «Бурятский государственный национальный театр песни и танца «Байкал»;Респ Бурятия, г Улан-Удэ, ул Ербанова, д 6;323096170.0;Театры;3
11794;ГБУК «Чеченская государственная филармония им. Аднана Шахбулатова»;Чеченская Респ, г Грозный, ул им С.Ш.Лорсанова, зд 31;2014004288.0;Концертные площадки;95
11814;МБУК «Верх-Чебулинский КДЦ»;Кемеровская обл, Чебулинский р-н, пгт Верх-Чебула, ул Советская, д 105А;4213009140.0;Дворцы культуры и клубы;42
11827;Муниципальное бюджетное учреждение культуры «Районный дом культуры» Колосовского муниципального района Омской области;Омская обл, Колосовский р-н, с Колосовка, ул Ленина, д 7;5516002988.0;Дворцы культуры и клубы;55
11833;Аургазинская централизованная библиотечная система;Респ Башкортостан, Аургазинский р-н, с Толбазы, ул Ленина, д 107;205004704.0;Библиотеки;2
11846;МБУК «Музей истории Байкало-Амурской магистрали»;Амурская обл, г Тында, ул Спортивная, д 22;2808018108.0;Музеи и галереи;28
11848;МАУ Бижбулякский ДК;Респ Башкортостан, Бижбулякский р-н, с Бижбуляк, ул Советская, д 25;212006653.0;Дворцы культуры и клубы;2
11854;МБУ «Центр культуры и отдыха города Иванова»;Ивановская обл, г Иваново, пр-кт Ленина, д 114;3729007296.0;Дворцы культуры и клубы;37
11855;Центр культуры и отдыха «Победа»;Новосибирская обл, г Новосибирск, ул Ленина, д 7;5407966005.0;Дворцы культуры и клубы;54
11857;МБУ «Зеленодольский музыкальный театр»;Респ Татарстан, Зеленодольский р-н, г Зеленодольск, ул Ленина, д 13;1648029474.0;Театры;16
11881;Муниципальное бюджетное учреждение культуры «Централизованная библиотечная система»;Респ Башкортостан, г Кумертау, ул Карла Маркса, д 24А;262004700.0;Библиотеки;2
11885;МАУ «Концертно-театральное объединение» городского округа г. Кумертау;Респ Башкортостан, г Кумертау, ул 40 лет Победы, д 1;262007268.0;Дворцы культуры и клубы;2
11909;МБУК Музей Погарского района «Радогощ»;Брянская обл, Погарский р-н, пгт Погар, Советская пл, д 7;3252004489.0;Музеи и галереи;32
11910;МБУК «Бурзянский РДК»;Респ Башкортостан, Бурзянский р-н, с Старосубхангулово, ул Ленина, д 74;218003507.0;Дворцы культуры и клубы;2
11915;Муниципальное автономное учреждение культуры «Дом культуры р.п. Приютово»;Респ Башкортостан, Белебеевский р-н, рп Приютово, ул Карла Маркса, д 12;255018413.0;Дворцы культуры и клубы;2
11920;МБУК ДК «Распадский»;Кемеровская обл, г Междуреченск, ул Весенняя, д 9;4214012160.0;Дворцы культуры и клубы;42
11926;МАУ «Новороссийский городской театр»;Краснодарский край, г Новороссийск, ул Советов, д 53;2315040699.0;Театры;23
11936;Ачинский краеведческий музей имени Д.С. Каргаполова;Красноярский край, г Ачинск, ул Ленина, д 20;2443021525.0;Музеи и галереи;24
11941;ФГБОУ ВО «Театральный институт им. Бориса Щукина при Государственном академическом театре им. Евгения Вахтангова»;г Москва, пер Николопесковский Б., д 12А;7704058909.0;Образовательные учреждения;77
11943;МБУ «Централизованная библиотечная система» МР Стерлитамакский район;Респ Башкортостан, г Стерлитамак, ул Карла Маркса, д 124А;242005537.0;Библиотеки;2
11946;МБУК «Баймакская межпоселенческая центральная библиотека» МР Баймакский район РБ;Респ Башкортостан, Баймакский р-н, г Баймак, пр-кт С.Юлаева, д 25;254009783.0;Библиотеки;2
11948;МБУК «МЦРБ» МР Краснокамский район;Респ Башкортостан, Краснокамский р-н, с Николо-Березовка, ул Дорожная, д 23;231006426.0;Библиотеки;2
11949;МБУК Центральная библиотека МР Благоварский район;Респ Башкортостан, Благоварский р-н, с Языково, ул Ленина, д 14;214004387.0;Библиотеки;2
11952;МУК МЦБ имени Ф.Н.Баишева МР Белокатайский район;Респ Башкортостан, Белокатайский р-н, с Новобелокатай, ул Советская, д 109;210027217.0;Библиотеки;2
11953;МБУК Бурзянский ЦБС;Респ Башкортостан, Бурзянский р-н, с Старосубхангулово, ул Ленина, д 74;218003514.0;Библиотеки;2
11957;МАУ «Центр культуры и досуга» с. Зилаир;Респ Башкортостан, Зилаирский р-н, с Зилаир, ул Ленина, д 51;223004707.0;Дворцы культуры и клубы;2
11959;МАУК «Чекмагушевская центральная межпоселенческая библиотека»;Респ Башкортостан, Чекмагушевский р-н, с Чекмагуш, ул Кооперативная, д 44А;249004282.0;Библиотеки;2
11960;МБУК «ЦБС» МР Белорецкий район;Респ Башкортостан, Белорецкий р-н, г Белорецк, ул Косоротова, д 9;256011026.0;Библиотеки;2
11961;МАУ «Районный дворец культуры» муниципального района Балтачевский район;Респ Башкортостан, Балтачевский р-н, с Старобалтачево, ул Советская, д 29;208005343.0;Дворцы культуры и клубы;2
11962;МАУК «Городской Дом культуры»;Самарская обл, г Кинель, ул Мира, д 42;6350000897.0;Дворцы культуры и клубы;63
11967;МБУ «Историко-краеведческий музей» МР Иглинский район;Респ Башкортостан, Иглинский р-н, с Иглино, ул Ленина, д 71;224010439.0;Музеи и галереи;2
11968;МАУК «Межпоселенческая центральная библиотека» муниципального района Туймазинский район Республики Башкортостан;Респ Башкортостан, Туймазинский р-н, г Туймазы, ул О.Кошевого, д 16А;269014049.0;Библиотеки;2
11971;МБУК ЦБС Илишевского района РБ;Респ Башкортостан, Илишевский р-н, с Верхнеяркеево, ул Коммунистическая, д 14;225008175.0;Библиотеки;2
11974;Муниципальное автономное учреждение культуры «Централизованная клубная система» Мариинско-Посадского района;Чувашская республика Чувашия, Мариинско-Посадский р-н, г Мариинский Посад, ул Ленинская, д 2;2111000916.0;Дворцы культуры и клубы;21
11976;МБУК Централизованная библиотечная система г. Ишимбай;Респ Башкортостан, Ишимбайский р-н, г Ишимбай, ул Революционная, д 6;261007272.0;Библиотеки;2
11977;МБУК «Миякинская межпоселенческая центральная библиотека» МР Миякинский район;Респ Башкортостан, Миякинский р-н, с Киргиз-Мияки, ул Калинина, д 16;238004210.0;Библиотеки;2
11980;МАУК «Кармаскалинская ЦБС»;Респ Башкортостан, Кармаскалинский р-н, с Кармаскалы, Речной пер, 7/1;229011179.0;Библиотеки;2
11982;МАУК «Централизованная библиотечная система г. Орска»;Оренбургская обл, г Орск, пр-кт Ленина, д 13;5614023859.0;Библиотеки;56
11985;Янаульская центральная районная библиотека;Респ Башкортостан, Янаульский р-н, г Янаул, ул Ломоносова, д 16;271005323.0;Библиотеки;2
11986;МАУК Бижбулякская ЦБС;Респ Башкортостан, Бижбулякский р-н, с Бижбуляк, ул Советская, д 25;212006406.0;Библиотеки;2
11990;МУ «Клуб «Октябрь»;Ивановская обл, г Кинешма, ул Ивана Виноградова, д 16;3703014059.0;Дворцы культуры и клубы;37
11995;Муниципальное бюджетное учреждение «Централизованная библиотечная система» городского округа город Стерлитамак Республики Башкортостан;Респ Башкортостан, г Стерлитамак, ул Сакко и Ванцетти, д 55;268013194.0;Библиотеки;2
11999;Енисейский краеведческий музей им. А.И. Кытманова;Красноярский край, г Енисейск, ул Кирова, д 81;2447004785.0;Музеи и галереи;24
12000;МБУ «Отдел культуры Илишевского района»;Респ Башкортостан, Илишевский р-н, с Верхнеяркеево, ул Коммунистическая, д 12;225011185.0;Дворцы культуры и клубы;2
12004;МБУ «Централизованная библиотечная система» городского округа г. Салават;Респ Башкортостан, г Салават, ул Ленина, д 1;266018091.0;Библиотеки;2
12008;ГБУ «Национальный музей имени Алдан-Маадыр Республики Тыва»;Респ Тыва, г Кызыл, ул Титова, д 30;1701011940.0;Музеи и галереи;17
12011;МАУК «Литературно-мемориальный музей Ф.М. Достоевского»;Кемеровская обл, г Новокузнецк, ул Достоевского, д 29;4221005974.0;Музеи и галереи;42
12014;МБУ «МЦБ Шаранского района РБ»;Респ Башкортостан, Шаранский р-н, с Шаран, ул Гагарина, д 13/1;251005357.0;Библиотеки;2
12018;МБУК Районный Дворец культуры муниципального района Белокатайский район Республики Башкортостан;Респ Башкортостан, Белокатайский р-н, с Новобелокатай, ул Советская, д 109;210004114.0;Дворцы культуры и клубы;2
12022;МБУ «Центр развития культуры» Нурлатского муниципального района РТ;Респ Татарстан, Нурлатский р-н, г Нурлат, ул Советская, д 117;1632008768.0;Дворцы культуры и клубы;16
12041;ГКУК «Музей ИЗО им. Ткаченко»;Кабардино-Балкарская Респ, г Нальчик, пр-кт Ленина, д 35;721020243.0;Музеи и галереи;7
12047;МАУ «Морской Культурный центр»;Краснодарский край, г Новороссийск, ст-ца Раевская, ул Набережная, д 9;2315171525.0;Прочее;23
12048;МБУК «Дуванский историко-краеведческий музей муниципального района Дуванский район РБ»;Респ Башкортостан, Дуванский р-н, с Месягутово, ул Крупская, д 1;220024818.0;Прочее;2
12110;ОГБУК «Челябинская государственная филармония»;Челябинская обл, г Челябинск, ул Труда, д 88;7453015600.0;Концертные площадки;74
12114;БОУ ВО «Чувашский государственный институт культуры и искусств»;Чувашская республика Чувашия, г Чебоксары, ул Энтузиастов, д 26;2129038318.0;Образовательные учреждения;21
12128;МАУ культуры Бердюжского района «Премьера»;Тюменская обл, Бердюжский р-н, с Бердюжье, ул Кирова, д 1;7211005515.0;Дворцы культуры и клубы;72
12135;МАУК Абатского района «Централизованное культурно-досуговое объединение «Исток»;Тюменская обл, Абатский р-н, с Абатское, ул Ленина, д 14;7205025841.0;Дворцы культуры и клубы;72
12150;МБУК «Старощербиновский историко-краеведческий музей имени М. М. Постернак» Старощербиновского с. п. Щербиновского района;Краснодарский край, Щербиновский р-н, ст-ца Старощербиновская, ул Первомайская, д 97;2358006251.0;Музеи и галереи;23
12156;ГАУ КО «Кафедральный собор»;Калининградская обл, г Калининград, Советский пр-кт, д 21;3906014569.0;Культурное наследие;39
12159;ОГАУК «Томский областной театр юного зрителя»;Томская обл, г Томск, пер Нахановича, д 4;7017001284.0;Театры;70
12164;ГБУК Калининградской области «Театр эстрады «Янтарь-холл»;Калининградская обл, Светлогорский р-н, г Светлогорск, ул Ленина, д 11;3917041074.0;Концертные площадки;39
12182;МБУ «Художественная галерея»;Респ Татарстан, Зеленодольский р-н, г Зеленодольск, ул Засорина, д 4А;1648029530.0;Музеи и галереи;16
12191;МБУК «Централизованная система общедоступных библиотек» города Брянска;Брянская обл, г Брянск, ул 3 Интернационала, д 21;3232018162.0;Библиотеки;32
12203;КГБУК «Музейный центр «Площадь Мира»;Красноярский край, г Красноярск, пл Мира, д 1;2466047382.0;Музеи и галереи;24
12214;МБУК «Дом культуры Кадошкинского муниципального района»;Респ Мордовия, Кадошкинский р-н, рп Кадошкино, ул Крупской, д 14А;1311088955.0;Дворцы культуры и клубы;13
12224;АНО «Музей военной истории «Российского военно-исторического общества»;г Москва, Лаврушинский пер, д 17;7730081118.0;Музеи и галереи;77
12225;Челябинский театр современного танца;Челябинская обл, г Челябинск, ул Новороссийская, д 63;7451008990.0;Театры;74
12232;ГБУК РХ «Хакасская республиканская филармония им. В.Г. Чаптыкова»;Респ Хакасия, г Абакан, пр-кт Ленина, д 76;1901022971.0;Концертные площадки;19
12237;МБУ «Ардатовский районный Дом культуры»;Респ Мордовия, Ардатовский р-н, г Ардатов, ул К.Маркса, д 138;1301401551.0;Дворцы культуры и клубы;13
12242;МКУ «Сосновский районный историко-краеведческий музей»;Челябинская обл, Сосновский р-н, с Долгодеревенское, ул Свердловская, д 15;7438018325.0;Музеи и галереи;74
12249;МБУ «Центр культуры» Зубово-Полянского муниципального района;Респ Мордовия, Зубово-Полянский р-н, рп Зубова Поляна, ул Ленинская, д 7А;1308083474.0;Прочее;13
12257;МАУК Городской дворец культуры городского поселения город Бирск;Респ Башкортостан, Бирский р-н, г Бирск, ул Ленина, д 69;257008139.0;Дворцы культуры и клубы;2
12276;АУК РБ Бурятский республиканский театр кукол «Ульгэр»;Респ Бурятия, г Улан-Удэ, ул Ленина, д 46;323065164.0;Театры;3
12279;Музей занимательных наук «Кварки»;Нижегородская обл, г Нижний Новгород, ул Родионова, 165 корпус 13;5257151635.0;Музеи и галереи;52
12293;ГАУК «Приморский краевой театр кукол»;Приморский край, г Владивосток, ул Петра Великого, д 8;2536017419.0;Театры;25
12296;ГАУК «Приморский краевой драматический театр молодежи»;Приморский край, г Владивосток, ул Светланская, д 15А;2540016256.0;Театры;25
12299;Атюрьевский РДК;Респ Мордовия, Атюрьевский р-н, с Атюрьево, ул Центральная, д 2;1302063834.0;Дворцы культуры и клубы;13
12311;МАУК КТО «Кировец»;Челябинская обл, г Челябинск, пр-кт Ленина, д 5;7452105604.0;Театры;74
12338;МБУ «Саткинский краеведческий музей»;Челябинская обл, Саткинский р-н, г Сатка, пл 1 Мая, д 1Б;7417011470.0;Музеи и галереи;74
12357;Историко-культурный комплекс «Вятское» им. Е. А. Анкудиновой;Ярославская обл, Некрасовский р-н, с Вятское, ул Советская, д 8;7602041543.0;Музеи и галереи;76
12378;АУК РБ «Государственный Бурятский академический театр драмы имени Хоца Намсараева»;Респ Бурятия, г Улан-Удэ, ул Куйбышева, д 38;323017234.0;Театры;3
12385;МАУ «Культурно-спортивный центр «Алмаз»;Респ Мордовия, Лямбирский р-н, с Лямбирь, ул Ленина, д 12;1315098760.0;Дворцы культуры и клубы;13
12413;Муниципальное бюджетное учреждение культуры «Районный Дом культуры»;Респ Мордовия, Большеигнатовский р-н, с Большое Игнатово, ул Советская, д 28;1305073051.0;Дворцы культуры и клубы;13
12426;АУ РА «Государственная филармония»;Респ Алтай, г Горно-Алтайск, Коммунистический пр-кт, д 16;411017360.0;Концертные площадки;4
12428;ГАУК Республики Крым «Крымский государственный театр юного зрителя»;Респ Крым, г Евпатория, ул Бартенева, д 1-5;9110024794.0;Театры;82
12453;ГАУК «Саратовский областной Дом работников искусств»;Саратовская обл, г Саратов, ул Соборная, д 18;6450014727.0;Дворцы культуры и клубы;64
12459;Театр Мимики и Жеста;г Москва, Измайловский б-р, д 39/41;7719019941.0;Театры;77
12466;АУК РБ «Цирк Бурятии им. М.Х. Жапхандаева»;Республика Бурятия, г Улан-Удэ, ул 3-я Транспортная, д 33;0326005484.0;Цирк;3
12505;ООО «Имперский русский балет»;г Москва, Трёхпрудный пер, д 11/13;7702551851.0;Театры;77
12531;ГАУ НСО «МДТ «Первый театр»;Новосибирская обл, г Новосибирск, ул Селезнева, д 46;5406539258.0;Театры;54
12537;ООО «Молодежный театр на Булаке»;Респ Татарстан, г Казань, ул Лево-Булачная, д 28;1655276869.0;Театры;16
12540;Электротеатр Станиславский;г Москва, ул Тверская, д 23;7710009515.0;Театры;77
12545;Московский театр мюзикла;г Москва, Пушкинская пл, д 2;7703478883.0;Театры;77
12564;МБУК «Мстерский художественный музей»;Владимирская обл, Вязниковский р-н, п Мстёра, пл Ленина, д 7;3312006282.0;Музеи и галереи;33
12571;МБУК «ДК им В.П. Ногина»;Владимирская обл, г Ковров, ул Абельмана, д 75;3305004220.0;Дворцы культуры и клубы;33
12572;Дворец культуры и техники «Родина»;Владимирская обл, г Ковров, ул Волго-Донская, д 1А;3305050636.0;Дворцы культуры и клубы;33
12574;ГКУК «Государственный музыкальный театр»;Кабардино-Балкарская Респ, г Нальчик, пл. 400-летия;711036290.0;Театры;7
12575;ГКУК «Кабардинский государственный драматический театр им. Али Шогенцукова»;Кабардино-Балкарская Респ, г Нальчик, пр-т А. Шогенцукова, 2;711031528.0;Театры;7
12578;Дом культуры им. В.И. Ленина;Владимирская обл, г Ковров, ул Лопатина, д 4;3305054704.0;Дворцы культуры и клубы;33
12590;ГКУК «Кабардино-Балкарская государственная филармония»;Кабардино-Балкарская Респ, г Нальчик, пр-кт Шогенцукова, д 28;711034656.0;Концертные площадки;7
12605;Муниципальное бюджетное учреждение культуры «Ромодановский районный дом культуры»;Респ Мордовия, Ромодановский р-н, п Ромоданово, ул Ленина, д 149;1316104752.0;Прочее;13
12611;МБУ «Дворец культуры» Тайгинского городского округа;Кемеровская обл, г Тайга, пр-кт Кирова, д 1;4246006610.0;Дворцы культуры и клубы;42
12617;ГКУК «Кабардино-Балкарский государственный фольклорный ансамбль песни и пляски Терских казаков»;Кабардино-Балкарская Респ, Прохладненский р-н, с Прималкинское, ул Октябрьская, д 206;709006771.0;Ансамбль;7
12619;МАУК «ДК им. Маяковского»;Кемеровская обл, г Прокопьевск, ул Институтская, д 49;4223020583.0;Дворцы культуры и клубы;42
12622;МБУК «Дворец культуры им. Артема»;Кемеровская обл, г Прокопьевск, пл-ка Фрунзе, д 3;4223012818.0;Дворцы культуры и клубы;42
12625;МБУК «ДК «Центральный»;Кемеровская обл, г Анжеро-Судженск, ул Ленина, д 5;4201010180.0;Дворцы культуры и клубы;42
12631;Клуб-музей-лекторий «Маски и Фигуры Мира»;г Москва, Измайловское ш, д 73Ж;213001687601.0;Музеи и галереи;77
12649;ГАУК МО «Креативное бюро «Регион»;г Москва, ул Ленинская Слобода, д 26;7719285485.0;Концертные и театральные агентства;77
12652;МАУК «ДК «Алюминщик»;Кемеровская обл, г Новокузнецк, ул Ленина, д 41;4221014538.0;Дворцы культуры и клубы;42
12653;КГБУ «Камчатское концертно-филармоническое объединение»;Камчатский край, г Петропавловск-Камчатский, ул Ленинградская, д 100;4101132307.0;Концертные площадки;41
12669;ФГБУК «Государственный Кремлевский Дворец»;г Москва, ул Воздвиженка, д 1;7704060880.0;Концертные площадки;77
12671;МАУ «Многофункциональный культурно-досуговый комплекс Орджоникидзевского района»;Кемеровская обл, г Новокузнецк, ул Мурманская, д 24;4253033893.0;Дворцы культуры и клубы;42
12679;КГБНУК «Дальневосточная государственная научная библиотека»;Хабаровский край, г Хабаровск, ул Муравьева-Амурского, д 1/72;2721025291.0;Библиотеки;27
12684;ГБУ «Дагестанская государственная филармония им. Татама Мурадова»;Респ Дагестан, г Махачкала, ул Максима Горького, д 1А;560007055.0;Концертные площадки;5
12696;МБУ «Централизованная клубная система Яйского муниципального района»;Кемеровская обл, Яйский р-н, пгт Яя, Клубный пер, д 3;4246001562.0;Дворцы культуры и клубы;42
12705;МБУК «ДК «Зенковский»;Кемеровская обл, г Прокопьевск, ул Кустарная, д 35;4223022407.0;Дворцы культуры и клубы;42
12706;КГБУК «Краевой Дворец Дружбы «Русь»;Хабаровский край, г Хабаровск, ул Герцена, д 2;2723113779.0;Дворцы культуры и клубы;27
12716;МБУК «ДК «Красная Горка»;Кемеровская обл, г Прокопьевск, ул Союзная, д 4;4223012776.0;Прочее;42
12721;Бункер-42 на Таганке;г Москва, пер Котельнический 5-й, д 11;7705541700.0;Музеи и галереи;77
12727;КГАУК «Краевое государственное автономное учреждение культуры «Хабаровская краевая филармония»;Хабаровский край, г Хабаровск, ул Шевченко, д 7;2721027595.0;Концертные площадки;27
12745;МБУК «ЦКС Увинского района»;Удмуртская Респ, Увинский р-н, п Ува, ул Калинина, д 21;1821010160.0;Дворцы культуры и клубы;18
12770;МБУ «Централизованная сеть культурно-досуговых учреждений Тазовского района»;Ямало-Ненецкий АО, Тазовский р-н, п Тазовский, ул Геофизиков, д 28А;8910002540.0;Дворцы культуры и клубы;89
12783;Муниципальное бюджетное учреждение культуры «Культурный центр «Свет»;Удмуртская Респ, г Можга, ул Октябрьская, д 44;1839002071.0;Дворцы культуры и клубы;18
12784;МБУК «Ямальская централизованная клубная система»;Ямало-Ненецкий АО, Ямальский р-н, с Яр-Сале, ул Худи Сэроко, д 8;8901034031.0;Дворцы культуры и клубы;89
12786;МБУ «Централизованная библиотечная система города Губкинского»;Ямало-Ненецкий АО, г Губкинский, мкр 7, д 30;89130007184.0;Библиотеки;89
12787;МБУ «Централизованная клубная система города Губкинского»;Ямало-Ненецкий АО, г Губкинский, мкр 7, д 3;8911000641.0;Дворцы культуры и клубы;89
12798;МБУК «Центр досуга «Нефтяник» муниципального образования город Ноябрьск;Ямало-Ненецкий АО, г Ноябрьск, ул Ленина, д 12;8905027821.0;Дворцы культуры и клубы;89
12803;МУК «Централизованная клубная система»;Ямало-Ненецкий АО, Красноселькупский р-н, с Красноселькуп, ул Полярная, д 15;8912002987.0;Дворцы культуры и клубы;89
12806;МБУК «Культурно-спортивный комплекс «Ямал»;Ямало-Ненецкий АО, г Ноябрьск, ул Советская, д 51;8905027620.0;Дворцы культуры и клубы;89
12819;МАУК «Центр культуры и спорта «Геолог»;Ямало-Ненецкий АО, г Салехард, ул Матросова, д 31;8901022580.0;Дворцы культуры и клубы;89
12826;МБУК «Централизованная библиотечная система г. Муравленко»;Ямало-Ненецкий АО, г Муравленко, ул Ленина, д 105А;8906006856.0;Библиотеки;89
12851;МБУК «Центр культуры и туризма Глазовского района»;Удмуртская Респ, г Глазов, ул Кирова, д 11;1837006426.0;Дворцы культуры и клубы;18
12859;Муниципальное автономное учреждение культуры «Дворец культуры «Ясная Поляна»;Кемеровская обл, г Прокопьевск, ул Кучина, д 9;4223012938.0;Дворцы культуры и клубы;42
12889;МБУ Северский театр для детей и юношества;Томская обл, г Северск, Коммунистический пр-кт, д 48;7024008611.0;Театры;70
12902;ГБУК г. Москвы «КЦ «Доброволец»;г Москва, г Зеленоград, Крюковская пл., корп. 832, кв. 5-7;7735527300.0;Дворцы культуры и клубы;77
12911;МБУ «Центр культурного развития» Березовского ГО;Кемеровская обл, г Березовский, пр-кт Ленина, д 20;4203003702.0;Дворцы культуры и клубы;42
12916;ГБУКиИ РБ «Стерлитамакское государственное театрально-концертное объединение»;Респ Башкортостан, г Стерлитамак, пр-кт Ленина, д 30В;268030150.0;Театры;2
12926;Муниципальное казенное учреждение управление культуры и культурного наследия Администрации города Симферополя Республики Крым;Респ Крым, г Симферополь, б-р Франко, д 25;9102060125.0;Прочее;82
12940;Казанский камерный оркестр La Primavera;Респ Татарстан, г Казань, ул Бойничная, д 8;1655265881.0;Оркестр;16
12942;АО «ВДНХ»;г Москва, пр-кт Мира, д 119;7704177310.0;Музеи и галереи;77
12945;МУК ГО «Город Архангельск» «Архангельский городской культурный центр»;Архангельская обл, г Архангельск, проезд Приорова, д 2;2901021909.0;Дворцы культуры и клубы;29
12951;Муниципальное автономное учреждение «Дворец культуры «Металлург»;Свердловская обл, г Красноуральск, ул Советская, д 2;6620015110.0;Дворцы культуры и клубы;66
12958;ГАУК НО Центр культуры «Рекорд»;Нижегородская обл, г Нижний Новгород, ул Пискунова, д 11/7;5260047955.0;Дворцы культуры и клубы;52
12963;ГБУК НАО «Дворец культуры «Арктика»;Ненецкий АО, г Нарьян-Мар, ул Смидовича, д 20А;8301020301.0;Дворцы культуры и клубы;83
12981;Севастопольский Аквариум;г Севастополь, пр-кт Нахимова, д 2;920400041619.0;Музеи и галереи;92
12985;ГАУК «Государственный театр национальных культур «Забайкальские узоры»;Забайкальский край, г Чита, пр-кт Фадеева, д 1;7536048977.0;Театры;75
13005;МУК «Увинский районный информационно-методический центр»;Удмуртская Респ, Увинский р-н, п Ува, ул Энгельса, д 15;1821010794.0;Прочее;18
13016;ГАУК «Сахалинская филармония»;Сахалинская обл, г Южно-Сахалинск, ул Сахалинская, д 25;2116501120.0;Концертные площадки;65
13017;Централизованная библиотечная система г. Златоуста;Челябинская обл, г Златоуст, ул Космонавтов, д 1;7404030797.0;Библиотеки;74
13037;МБУК «Маловишерский районный краеведческий музей»;Новгородская обл, Маловишерский р-н, г Малая Вишера, ул Революции, д 17;5307005248.0;Музеи и галереи;53
13059;МБУК МБС МР Бирский район РБ;Респ Башкортостан, Бирский р-н, г Бирск, ул 8 Марта, д 42;257008121.0;Библиотеки;2
13060;РМБУК «Аксубаевская межпоселенческая центральная библиотека»;Респ Татарстан, Аксубаевский р-н, пгт Аксубаево, ул Романова, д 8;1603004705.0;Библиотеки;16
13063;МБУК «Кушнаренковская МЦБС»;Респ Башкортостан, Кушнаренковский р-н, с Кушнаренково, ул Октябрьская, д 60;2340006512.0;Библиотеки;2
13076;МБУ «Централизованная библиотечная система Альметьевского муниципального района»;Респ Татарстан, Альметьевский р-н, г Альметьевск, ул Сулеймановой, д 20;1644051246.0;Библиотеки;16
13078;ФГБОУ ВО «Российский государственный институт сценических искусств»;г Санкт-Петербург, ул Моховая, д 34;7803006161.0;Образовательные учреждения;78
13102;МБУК «Кигинская межпоселенческая библиотека»;Респ Башкортостан, Кигинский р-н, с Верхние Киги, ул Советская, д 14;230004137.0;Библиотеки;2
13116;МБУК Дворец культуры «Современник»;Владимирская обл, г Ковров, ул Подлесная, д 1;3305004206.0;Дворцы культуры и клубы;33
13130;Муниципальное бюджетное учреждение «Районный дом культуры» Черемшанского муниципального района Республики Татарстан;Респ Татарстан, Черемшанский р-н, с Черемшан, ул М.Титова, д 1;1640004774.0;Дворцы культуры и клубы;16
13131;МБУК «Ленская межпоселенческая библиотека»;Архангельская обл, Ленский р-н, с Яренск, ул Братьев Покровских, д 31;2915003219.0;Библиотеки;29
13133;МАУК «Объединение Ишимский городской культурный центр»;Тюменская обл, Ишимский р-н, г Ишим, ул К.Маркса, д 36;7205018837.0;Дворцы культуры и клубы;72
13143;МБУК «Централизованная библиотечная система» г. Сарапула;Удмуртская Респ, г Сарапул, ул Советская, д 69;1827016520.0;Библиотеки;18
13167;МБУК МБС МР Татышлинский район;Респ Башкортостан, Татышлинский р-н, с Верхние Татышлы, ул Ленина, д 69;243003701.0;Библиотеки;2
13168;МБУК «Межпоселенческая централизованная библиотечная система» МР Дюртюлинский район;Респ Башкортостан, Дюртюлинский р-н, г Дюртюли, ул Разила Мусина, д 72;260008107.0;Библиотеки;2
13174;ГБУК РТ Детский центр «Экият»;Респ Татарстан, г Казань, ул Петербургская, д 57;1655239578.0;Дворцы культуры и клубы;16
13186;МАУК «Центральная библиотека ГО г. Агидель РБ»;Респ Башкортостан, г Агидель, ул Первых Строителей, д 7А;253017816.0;Библиотеки;2
13197;МАУК «Зианчуринская межпоселенческая центральная библиотека»;Респ Башкортостан, Зианчуринский р-н, с Исянгулово, ул Коммунистическая, д 1;222004775.0;Библиотеки;2
13209;МБУ «Районный дом культуры»;Респ Татарстан, Тюлячинский р-н, с Тюлячи, ул Белова, д 5;1619003560.0;Дворцы культуры и клубы;16
13218;МБУК «Культурно-Досуговый центр»;Респ Татарстан, Чистопольский р-н, г Чистополь, ул Энгельса, д 78Б;1652015682.0;Дворцы культуры и клубы;16
13219;МБУ «Дворец культуры «Энергетик» Заинского МР;Респ Татарстан, Заинский р-н, г Заинск, ул Энергетиков, д 6А;1647014517.0;Дворцы культуры и клубы;16
13233;МБУК «Альшеевская межпоселенческая центральная библиотека»;респ Башкортостан, Альшеевский р-н, с Раевский, ул Кирова, д 1г;202003540.0;Библиотеки;2
13235;МБУК «Районная межпоселенческая библиотека» муниципального района Стерлибашевский район Республики Башкортостан;Респ Башкортостан, Стерлибашевский р-н, с Стерлибашево, ул Карла Маркса, д 70;241004770.0;Библиотеки;2
13240;МБУК «МЦРБ» МР Калтасинский район РБ;Респ Башкортостан, Калтасинский р-н, с Калтасы, ул К.Маркса, д 74;227002556.0;Библиотеки;2
13263;МБУ «Высокогорский Центральный дом культуры централизованной системы»;Респ Татарстан, Высокогорский р-н, п ж/д станции Высокая Гора, ул Пролетарская, д 1;1616021401.0;Дворцы культуры и клубы;16
13282;Музей Международного нумизматического клуба;г Москва, пер Афанасьевский Б., д 24;7704282516.0;Музеи и галереи;77
13317;МБУК «Сибайская централизованная библиотечная система»;Респ Башкортостан, г Сибай, ул Чайковского, д 30;267009117.0;Библиотеки;2
13372;ГБУКиО г.Москвы «Музейный комплекс актуальных искусств»;г Москва, ул Остоженка, д 16;7704022941.0;Музеи и галереи;77
